infinitiv	tip	sigurnost	predlozeni_oblik
hrvati	-ati	visoka	hrva
hrvati	-ati	visoka	hrvamo
hrvati	-ati	visoka	hrvaju
hrvati	-ati	visoka	hrvaj
hrvati	-ati	visoka	hrvajte
hrvati	-ati	visoka	hrvala
hrvati	-ati	visoka	hrvalo
hrvati	-ati	visoka	hrvale
huditi	-iti	visoka	hudiš
huditi	-iti	visoka	hudi
huditi	-iti	visoka	hudimo
huditi	-iti	visoka	hudite
huditi	-iti	visoka	hude
huditi	-iti	visoka	hudio
huditi	-iti	visoka	hudila
huditi	-iti	visoka	hudilo
huditi	-iti	visoka	hudili
huditi	-iti	visoka	hudile
hujati	-ati	visoka	hujam
hujati	-ati	visoka	hujaš
hujati	-ati	visoka	hujamo
hujati	-ati	visoka	hujate
hujati	-ati	visoka	hujaju
hujati	-ati	visoka	hujaj
hujati	-ati	visoka	hujajte
hujati	-ati	visoka	hujala
hujati	-ati	visoka	hujalo
hujati	-ati	visoka	hujali
hujati	-ati	visoka	hujale
hukati	-ati (palatalizacija?)	proveri	hukam
hukati	-ati (palatalizacija?)	proveri	hukaš
hukati	-ati (palatalizacija?)	proveri	hukamo
hukati	-ati (palatalizacija?)	proveri	hukate
hukati	-ati (palatalizacija?)	proveri	hukaju
hukati	-ati (palatalizacija?)	proveri	hukaj
hukati	-ati (palatalizacija?)	proveri	hukajte
hukati	-ati (palatalizacija?)	proveri	hučem
hukati	-ati (palatalizacija?)	proveri	hučemo
hukati	-ati (palatalizacija?)	proveri	hučete
hukati	-ati (palatalizacija?)	proveri	hučite
hukati	-ati (palatalizacija?)	proveri	hukao
hukati	-ati (palatalizacija?)	proveri	hukala
hukati	-ati (palatalizacija?)	proveri	hukalo
hukati	-ati (palatalizacija?)	proveri	hukali
hukati	-ati (palatalizacija?)	proveri	hukale
huknuti	-nuti	visoka	huknem
huknuti	-nuti	visoka	hukneš
huknuti	-nuti	visoka	huknemo
huknuti	-nuti	visoka	huknete
huknuti	-nuti	visoka	huknuo
huknuti	-nuti	visoka	huknulo
huknuti	-nuti	visoka	huknuli
huknuti	-nuti	visoka	huknule
huknuti	-nuti	visoka	hukni
huknuti	-nuti	visoka	huknite
huktati	-ati	visoka	huktam
huktati	-ati	visoka	huktaš
huktati	-ati	visoka	hukta
huktati	-ati	visoka	huktamo
huktati	-ati	visoka	huktate
huktati	-ati	visoka	huktaju
huktati	-ati	visoka	huktaj
huktati	-ati	visoka	huktajte
huktati	-ati	visoka	huktala
huktati	-ati	visoka	huktalo
huktati	-ati	visoka	huktali
huktati	-ati	visoka	huktale
humanizovati	-ovati	visoka	humanizujem
humanizovati	-ovati	visoka	humanizuješ
humanizovati	-ovati	visoka	humanizujemo
humanizovati	-ovati	visoka	humanizujete
humanizovati	-ovati	visoka	humanizuju
humanizovati	-ovati	visoka	humanizovao
humanizovati	-ovati	visoka	humanizovala
humanizovati	-ovati	visoka	humanizovalo
humanizovati	-ovati	visoka	humanizovali
humanizovati	-ovati	visoka	humanizovale
humanizovati	-ovati	visoka	humanizuj
humanizovati	-ovati	visoka	humanizujte
hučati	-ati	visoka	hučam
hučati	-ati	visoka	hučaš
hučati	-ati	visoka	huča
hučati	-ati	visoka	hučamo
hučati	-ati	visoka	hučate
hučati	-ati	visoka	hučaju
hučati	-ati	visoka	hučaj
hučati	-ati	visoka	hučajte
hučati	-ati	visoka	hučao
hučati	-ati	visoka	hučalo
hučati	-ati	visoka	hučali
hučati	-ati	visoka	hučale
huškati	-ati (palatalizacija?)	proveri	huškam
huškati	-ati (palatalizacija?)	proveri	huškaš
huškati	-ati (palatalizacija?)	proveri	huškamo
huškati	-ati (palatalizacija?)	proveri	huškate
huškati	-ati (palatalizacija?)	proveri	huškaj
huškati	-ati (palatalizacija?)	proveri	huškajte
huškati	-ati (palatalizacija?)	proveri	huščem
huškati	-ati (palatalizacija?)	proveri	huščeš
huškati	-ati (palatalizacija?)	proveri	hušče
huškati	-ati (palatalizacija?)	proveri	huščemo
huškati	-ati (palatalizacija?)	proveri	huščete
huškati	-ati (palatalizacija?)	proveri	hušču
huškati	-ati (palatalizacija?)	proveri	hušči
huškati	-ati (palatalizacija?)	proveri	huščite
huškati	-ati (palatalizacija?)	proveri	huškalo
huškati	-ati (palatalizacija?)	proveri	huškale
hvastati	-ati	visoka	hvastam
hvastati	-ati	visoka	hvastaš
hvastati	-ati	visoka	hvasta
hvastati	-ati	visoka	hvastamo
hvastati	-ati	visoka	hvastate
hvastati	-ati	visoka	hvastaju
hvastati	-ati	visoka	hvastaj
hvastati	-ati	visoka	hvastajte
hvastati	-ati	visoka	hvastao
hvastati	-ati	visoka	hvastala
hvastati	-ati	visoka	hvastalo
hvastati	-ati	visoka	hvastali
hvastati	-ati	visoka	hvastale
identiteti	-eti	proveri	identitim
identiteti	-eti	proveri	identitiš
identiteti	-eti	proveri	identiti
identiteti	-eti	proveri	identitimo
identiteti	-eti	proveri	identitite
identiteti	-eti	proveri	identite
identiteti	-eti	proveri	identiteo
identiteti	-eti	proveri	identitela
identiteti	-eti	proveri	identitelo
identiteti	-eti	proveri	identiteli
identiteti	-eti	proveri	identitele
iluminati	-ati	visoka	iluminam
iluminati	-ati	visoka	iluminaš
iluminati	-ati	visoka	ilumina
iluminati	-ati	visoka	iluminamo
iluminati	-ati	visoka	iluminate
iluminati	-ati	visoka	iluminaju
iluminati	-ati	visoka	iluminaj
iluminati	-ati	visoka	iluminajte
iluminati	-ati	visoka	iluminao
iluminati	-ati	visoka	iluminala
iluminati	-ati	visoka	iluminalo
iluminati	-ati	visoka	iluminali
iluminati	-ati	visoka	iluminale
imigrirati	-irati	visoka	imigriram
imigrirati	-irati	visoka	imigriraš
imigrirati	-irati	visoka	imigrira
imigrirati	-irati	visoka	imigriramo
imigrirati	-irati	visoka	imigrirate
imigrirati	-irati	visoka	imigrirao
imigrirati	-irati	visoka	imigrirala
imigrirati	-irati	visoka	imigriralo
imigrirati	-irati	visoka	imigrirali
imigrirati	-irati	visoka	imigrirale
imigrirati	-irati	visoka	imigriraj
imigrirati	-irati	visoka	imigrirajte
imobilizirati	-irati	visoka	imobiliziram
imobilizirati	-irati	visoka	imobiliziraš
imobilizirati	-irati	visoka	imobilizira
imobilizirati	-irati	visoka	imobiliziramo
imobilizirati	-irati	visoka	imobilizirate
imobilizirati	-irati	visoka	imobiliziraju
imobilizirati	-irati	visoka	imobilizirao
imobilizirati	-irati	visoka	imobilizirala
imobilizirati	-irati	visoka	imobiliziralo
imobilizirati	-irati	visoka	imobilizirali
imobilizirati	-irati	visoka	imobilizirale
imobilizirati	-irati	visoka	imobiliziraj
imobilizirati	-irati	visoka	imobilizirajte
implantati	-ati	visoka	implantam
implantati	-ati	visoka	implantaš
implantati	-ati	visoka	implantamo
implantati	-ati	visoka	implantaju
implantati	-ati	visoka	implantaj
implantati	-ati	visoka	implantajte
implantati	-ati	visoka	implantao
implantati	-ati	visoka	implantala
implantati	-ati	visoka	implantalo
implantati	-ati	visoka	implantali
implantati	-ati	visoka	implantale
implodirati	-irati	visoka	implodiram
implodirati	-irati	visoka	implodiraš
implodirati	-irati	visoka	implodiramo
implodirati	-irati	visoka	implodirate
implodirati	-irati	visoka	implodiraju
implodirati	-irati	visoka	implodirao
implodirati	-irati	visoka	implodirala
implodirati	-irati	visoka	implodiralo
implodirati	-irati	visoka	implodirali
implodirati	-irati	visoka	implodirale
implodirati	-irati	visoka	implodiraj
implodirati	-irati	visoka	implodirajte
impregnirati	-irati	visoka	impregniram
impregnirati	-irati	visoka	impregniraš
impregnirati	-irati	visoka	impregniramo
impregnirati	-irati	visoka	impregnirate
impregnirati	-irati	visoka	impregniraju
impregnirati	-irati	visoka	impregnirao
impregnirati	-irati	visoka	impregnirala
impregnirati	-irati	visoka	impregniralo
impregnirati	-irati	visoka	impregnirali
impregnirati	-irati	visoka	impregnirale
impregnirati	-irati	visoka	impregniraj
impregnirati	-irati	visoka	impregnirajte
imputirati	-irati	visoka	imputiram
imputirati	-irati	visoka	imputiraš
imputirati	-irati	visoka	imputira
imputirati	-irati	visoka	imputiramo
imputirati	-irati	visoka	imputirate
imputirati	-irati	visoka	imputiraju
imputirati	-irati	visoka	imputirao
imputirati	-irati	visoka	imputirala
imputirati	-irati	visoka	imputiralo
imputirati	-irati	visoka	imputirali
imputirati	-irati	visoka	imputirale
imputirati	-irati	visoka	imputiraj
imputirati	-irati	visoka	imputirajte
imuniteti	-eti	proveri	imunitim
imuniteti	-eti	proveri	imunitiš
imuniteti	-eti	proveri	imuniti
imuniteti	-eti	proveri	imunitimo
imuniteti	-eti	proveri	imunitite
imuniteti	-eti	proveri	imunite
imuniteti	-eti	proveri	imuniteo
imuniteti	-eti	proveri	imunitela
imuniteti	-eti	proveri	imunitelo
imuniteti	-eti	proveri	imuniteli
imuniteti	-eti	proveri	imunitele
imunizovati	-ovati	visoka	imunizujem
imunizovati	-ovati	visoka	imunizuješ
imunizovati	-ovati	visoka	imunizuje
imunizovati	-ovati	visoka	imunizujemo
imunizovati	-ovati	visoka	imunizujete
imunizovati	-ovati	visoka	imunizuju
imunizovati	-ovati	visoka	imunizovao
imunizovati	-ovati	visoka	imunizovala
imunizovati	-ovati	visoka	imunizovalo
imunizovati	-ovati	visoka	imunizovali
imunizovati	-ovati	visoka	imunizovale
imunizovati	-ovati	visoka	imunizuj
imunizovati	-ovati	visoka	imunizujte
inaugurisati	-ati (palatalizacija?)	proveri	inaugurisam
inaugurisati	-ati (palatalizacija?)	proveri	inaugurisaš
inaugurisati	-ati (palatalizacija?)	proveri	inaugurisa
inaugurisati	-ati (palatalizacija?)	proveri	inaugurisamo
inaugurisati	-ati (palatalizacija?)	proveri	inaugurisate
inaugurisati	-ati (palatalizacija?)	proveri	inaugurisaju
inaugurisati	-ati (palatalizacija?)	proveri	inaugurisaj
inaugurisati	-ati (palatalizacija?)	proveri	inaugurisajte
inaugurisati	-ati (palatalizacija?)	proveri	inaugurišem
inaugurisati	-ati (palatalizacija?)	proveri	inaugurišeš
inaugurisati	-ati (palatalizacija?)	proveri	inaugurišemo
inaugurisati	-ati (palatalizacija?)	proveri	inaugurišete
inaugurisati	-ati (palatalizacija?)	proveri	inaugurišu
inaugurisati	-ati (palatalizacija?)	proveri	inauguriši
inaugurisati	-ati (palatalizacija?)	proveri	inaugurišite
inaugurisati	-ati (palatalizacija?)	proveri	inaugurisao
inaugurisati	-ati (palatalizacija?)	proveri	inaugurisala
inaugurisati	-ati (palatalizacija?)	proveri	inaugurisalo
inaugurisati	-ati (palatalizacija?)	proveri	inaugurisali
inaugurisati	-ati (palatalizacija?)	proveri	inaugurisale
indicirati	-irati	visoka	indiciram
indicirati	-irati	visoka	indiciraš
indicirati	-irati	visoka	indiciramo
indicirati	-irati	visoka	indicirate
indicirati	-irati	visoka	indicirao
indicirati	-irati	visoka	indicirala
indicirati	-irati	visoka	indiciralo
indicirati	-irati	visoka	indicirale
indicirati	-irati	visoka	indiciraj
indicirati	-irati	visoka	indicirajte
indosirati	-irati	visoka	indosiram
indosirati	-irati	visoka	indosiraš
indosirati	-irati	visoka	indosira
indosirati	-irati	visoka	indosiramo
indosirati	-irati	visoka	indosirate
indosirati	-irati	visoka	indosiraju
indosirati	-irati	visoka	indosirao
indosirati	-irati	visoka	indosirala
indosirati	-irati	visoka	indosiralo
indosirati	-irati	visoka	indosirali
indosirati	-irati	visoka	indosirale
indosirati	-irati	visoka	indosiraj
indosirati	-irati	visoka	indosirajte
indukovati	-ovati	visoka	indukujem
indukovati	-ovati	visoka	indukuješ
indukovati	-ovati	visoka	indukujemo
indukovati	-ovati	visoka	indukujete
indukovati	-ovati	visoka	indukuju
indukovati	-ovati	visoka	indukovao
indukovati	-ovati	visoka	indukovala
indukovati	-ovati	visoka	indukovalo
indukovati	-ovati	visoka	indukovali
indukovati	-ovati	visoka	indukovale
indukovati	-ovati	visoka	indukuj
indukovati	-ovati	visoka	indukujte
industrijalizirati	-irati	visoka	industrijaliziram
industrijalizirati	-irati	visoka	industrijaliziraš
industrijalizirati	-irati	visoka	industrijalizira
industrijalizirati	-irati	visoka	industrijaliziramo
industrijalizirati	-irati	visoka	industrijalizirate
industrijalizirati	-irati	visoka	industrijaliziraju
industrijalizirati	-irati	visoka	industrijalizirao
industrijalizirati	-irati	visoka	industrijalizirala
industrijalizirati	-irati	visoka	industrijaliziralo
industrijalizirati	-irati	visoka	industrijalizirali
industrijalizirati	-irati	visoka	industrijalizirale
industrijalizirati	-irati	visoka	industrijaliziraj
industrijalizirati	-irati	visoka	industrijalizirajte
industrijalizovati	-ovati	visoka	industrijalizujem
industrijalizovati	-ovati	visoka	industrijalizuješ
industrijalizovati	-ovati	visoka	industrijalizuje
industrijalizovati	-ovati	visoka	industrijalizujemo
industrijalizovati	-ovati	visoka	industrijalizujete
industrijalizovati	-ovati	visoka	industrijalizuju
industrijalizovati	-ovati	visoka	industrijalizovao
industrijalizovati	-ovati	visoka	industrijalizovala
industrijalizovati	-ovati	visoka	industrijalizovalo
industrijalizovati	-ovati	visoka	industrijalizovali
industrijalizovati	-ovati	visoka	industrijalizovale
industrijalizovati	-ovati	visoka	industrijalizuj
industrijalizovati	-ovati	visoka	industrijalizujte
inhalirati	-irati	visoka	inhaliram
inhalirati	-irati	visoka	inhaliraš
inhalirati	-irati	visoka	inhalira
inhalirati	-irati	visoka	inhaliramo
inhalirati	-irati	visoka	inhalirate
inhalirati	-irati	visoka	inhalirao
inhalirati	-irati	visoka	inhalirala
inhalirati	-irati	visoka	inhaliralo
inhalirati	-irati	visoka	inhalirali
inhalirati	-irati	visoka	inhalirale
inhalirati	-irati	visoka	inhaliraj
inhalirati	-irati	visoka	inhalirajte
injektovati	-ovati	visoka	injektujem
injektovati	-ovati	visoka	injektuješ
injektovati	-ovati	visoka	injektuje
injektovati	-ovati	visoka	injektujemo
injektovati	-ovati	visoka	injektujete
injektovati	-ovati	visoka	injektuju
injektovati	-ovati	visoka	injektovao
injektovati	-ovati	visoka	injektovala
injektovati	-ovati	visoka	injektovalo
injektovati	-ovati	visoka	injektovali
injektovati	-ovati	visoka	injektovale
injektovati	-ovati	visoka	injektuj
injektovati	-ovati	visoka	injektujte
inkasirati	-irati	visoka	inkasiram
inkasirati	-irati	visoka	inkasiraš
inkasirati	-irati	visoka	inkasira
inkasirati	-irati	visoka	inkasiramo
inkasirati	-irati	visoka	inkasirate
inkasirati	-irati	visoka	inkasiraju
inkasirati	-irati	visoka	inkasirala
inkasirati	-irati	visoka	inkasirale
inkasirati	-irati	visoka	inkasiraj
inkasirati	-irati	visoka	inkasirajte
inkriminirati	-irati	visoka	inkriminiram
inkriminirati	-irati	visoka	inkriminiraš
inkriminirati	-irati	visoka	inkriminira
inkriminirati	-irati	visoka	inkriminiramo
inkriminirati	-irati	visoka	inkriminirate
inkriminirati	-irati	visoka	inkriminiraju
inkriminirati	-irati	visoka	inkriminirao
inkriminirati	-irati	visoka	inkriminirala
inkriminirati	-irati	visoka	inkriminiralo
inkriminirati	-irati	visoka	inkriminirali
inkriminirati	-irati	visoka	inkriminirale
inkriminirati	-irati	visoka	inkriminiraj
inkriminirati	-irati	visoka	inkriminirajte
inkriminisati	-ati (palatalizacija?)	proveri	inkriminisam
inkriminisati	-ati (palatalizacija?)	proveri	inkriminisaš
inkriminisati	-ati (palatalizacija?)	proveri	inkriminisa
inkriminisati	-ati (palatalizacija?)	proveri	inkriminisamo
inkriminisati	-ati (palatalizacija?)	proveri	inkriminisate
inkriminisati	-ati (palatalizacija?)	proveri	inkriminisaju
inkriminisati	-ati (palatalizacija?)	proveri	inkriminisaj
inkriminisati	-ati (palatalizacija?)	proveri	inkriminisajte
inkriminisati	-ati (palatalizacija?)	proveri	inkriminišem
inkriminisati	-ati (palatalizacija?)	proveri	inkriminišeš
inkriminisati	-ati (palatalizacija?)	proveri	inkriminišemo
inkriminisati	-ati (palatalizacija?)	proveri	inkriminišete
inkriminisati	-ati (palatalizacija?)	proveri	inkriminišu
inkriminisati	-ati (palatalizacija?)	proveri	inkriminiši
inkriminisati	-ati (palatalizacija?)	proveri	inkriminišite
inkriminisati	-ati (palatalizacija?)	proveri	inkriminisao
inkriminisati	-ati (palatalizacija?)	proveri	inkriminisala
inkriminisati	-ati (palatalizacija?)	proveri	inkriminisalo
inkriminisati	-ati (palatalizacija?)	proveri	inkriminisali
inkriminisati	-ati (palatalizacija?)	proveri	inkriminisale
inovirati	-irati	visoka	inoviram
inovirati	-irati	visoka	inoviraš
inovirati	-irati	visoka	inoviramo
inovirati	-irati	visoka	inovirate
inovirati	-irati	visoka	inovirao
inovirati	-irati	visoka	inovirala
inovirati	-irati	visoka	inoviralo
inovirati	-irati	visoka	inovirali
inovirati	-irati	visoka	inovirale
inovirati	-irati	visoka	inoviraj
inovirati	-irati	visoka	inovirajte
insinuirati	-irati	visoka	insinuiramo
insinuirati	-irati	visoka	insinuiraju
insinuirati	-irati	visoka	insinuirala
insinuirati	-irati	visoka	insinuiralo
insinuirati	-irati	visoka	insinuirali
insinuirati	-irati	visoka	insinuirale
insinuirati	-irati	visoka	insinuiraj
insinuirati	-irati	visoka	insinuirajte
integrisati	-ati (palatalizacija?)	proveri	integrisam
integrisati	-ati (palatalizacija?)	proveri	integrisaš
integrisati	-ati (palatalizacija?)	proveri	integrisa
integrisati	-ati (palatalizacija?)	proveri	integrisamo
integrisati	-ati (palatalizacija?)	proveri	integrisate
integrisati	-ati (palatalizacija?)	proveri	integrisaju
integrisati	-ati (palatalizacija?)	proveri	integrisaj
integrisati	-ati (palatalizacija?)	proveri	integrisajte
integrisati	-ati (palatalizacija?)	proveri	integrišem
integrisati	-ati (palatalizacija?)	proveri	integrišeš
integrisati	-ati (palatalizacija?)	proveri	integrišete
integrisati	-ati (palatalizacija?)	proveri	integriši
integrisati	-ati (palatalizacija?)	proveri	integrišite
integrisati	-ati (palatalizacija?)	proveri	integrisala
integrisati	-ati (palatalizacija?)	proveri	integrisalo
integrisati	-ati (palatalizacija?)	proveri	integrisali
integrisati	-ati (palatalizacija?)	proveri	integrisale
interpretirati	-irati	visoka	interpretiram
interpretirati	-irati	visoka	interpretiraš
interpretirati	-irati	visoka	interpretiramo
interpretirati	-irati	visoka	interpretirate
interpretirati	-irati	visoka	interpretirao
interpretirati	-irati	visoka	interpretirala
interpretirati	-irati	visoka	interpretiralo
interpretirati	-irati	visoka	interpretirale
interpretirati	-irati	visoka	interpretiraj
interpretirati	-irati	visoka	interpretirajte
intervjuirati	-irati	visoka	intervjuiraš
intervjuirati	-irati	visoka	intervjuira
intervjuirati	-irati	visoka	intervjuiramo
intervjuirati	-irati	visoka	intervjuirate
intervjuirati	-irati	visoka	intervjuiraju
intervjuirati	-irati	visoka	intervjuirala
intervjuirati	-irati	visoka	intervjuiralo
intervjuirati	-irati	visoka	intervjuirali
intervjuirati	-irati	visoka	intervjuirale
intervjuirati	-irati	visoka	intervjuiraj
intervjuirati	-irati	visoka	intervjuirajte
intonirati	-irati	visoka	intoniram
intonirati	-irati	visoka	intoniraš
intonirati	-irati	visoka	intoniramo
intonirati	-irati	visoka	intonirate
intonirati	-irati	visoka	intonirao
intonirati	-irati	visoka	intoniralo
intonirati	-irati	visoka	intonirali
intonirati	-irati	visoka	intonirale
intonirati	-irati	visoka	intoniraj
intonirati	-irati	visoka	intonirajte
intrigirati	-irati	visoka	intrigiram
intrigirati	-irati	visoka	intrigiraš
intrigirati	-irati	visoka	intrigiramo
intrigirati	-irati	visoka	intrigirate
intrigirati	-irati	visoka	intrigirala
intrigirati	-irati	visoka	intrigiralo
intrigirati	-irati	visoka	intrigirali
intrigirati	-irati	visoka	intrigirale
intrigirati	-irati	visoka	intrigiraj
intrigirati	-irati	visoka	intrigirajte
intubirati	-irati	visoka	intubiraš
intubirati	-irati	visoka	intubira
intubirati	-irati	visoka	intubirate
intubirati	-irati	visoka	intubiraju
intubirati	-irati	visoka	intubirao
intubirati	-irati	visoka	intubirala
intubirati	-irati	visoka	intubiralo
intubirati	-irati	visoka	intubirale
intubirati	-irati	visoka	intubiraj
inuiti	-iti	visoka	inuim
inuiti	-iti	visoka	inuiš
inuiti	-iti	visoka	inui
inuiti	-iti	visoka	inuimo
inuiti	-iti	visoka	inuite
inuiti	-iti	visoka	inue
inuiti	-iti	visoka	inuio
inuiti	-iti	visoka	inuila
inuiti	-iti	visoka	inuilo
inuiti	-iti	visoka	inuili
inuiti	-iti	visoka	inuile
inventarisati	-ati (palatalizacija?)	proveri	inventarisam
inventarisati	-ati (palatalizacija?)	proveri	inventarisaš
inventarisati	-ati (palatalizacija?)	proveri	inventarisa
inventarisati	-ati (palatalizacija?)	proveri	inventarisamo
inventarisati	-ati (palatalizacija?)	proveri	inventarisate
inventarisati	-ati (palatalizacija?)	proveri	inventarisaju
inventarisati	-ati (palatalizacija?)	proveri	inventarisaj
inventarisati	-ati (palatalizacija?)	proveri	inventarisajte
inventarisati	-ati (palatalizacija?)	proveri	inventarišem
inventarisati	-ati (palatalizacija?)	proveri	inventarišeš
inventarisati	-ati (palatalizacija?)	proveri	inventariše
inventarisati	-ati (palatalizacija?)	proveri	inventarišemo
inventarisati	-ati (palatalizacija?)	proveri	inventarišete
inventarisati	-ati (palatalizacija?)	proveri	inventarišu
inventarisati	-ati (palatalizacija?)	proveri	inventariši
inventarisati	-ati (palatalizacija?)	proveri	inventarišite
inventarisati	-ati (palatalizacija?)	proveri	inventarisao
inventarisati	-ati (palatalizacija?)	proveri	inventarisala
inventarisati	-ati (palatalizacija?)	proveri	inventarisalo
inventarisati	-ati (palatalizacija?)	proveri	inventarisali
inventarisati	-ati (palatalizacija?)	proveri	inventarisale
irigirati	-irati	visoka	irigiram
irigirati	-irati	visoka	irigiraš
irigirati	-irati	visoka	irigira
irigirati	-irati	visoka	irigiramo
irigirati	-irati	visoka	irigirate
irigirati	-irati	visoka	irigiraju
irigirati	-irati	visoka	irigirao
irigirati	-irati	visoka	irigirala
irigirati	-irati	visoka	irigiralo
irigirati	-irati	visoka	irigirali
irigirati	-irati	visoka	irigirale
irigirati	-irati	visoka	irigiraj
irigirati	-irati	visoka	irigirajte
ironisati	-ati (palatalizacija?)	proveri	ironisam
ironisati	-ati (palatalizacija?)	proveri	ironisaš
ironisati	-ati (palatalizacija?)	proveri	ironisa
ironisati	-ati (palatalizacija?)	proveri	ironisamo
ironisati	-ati (palatalizacija?)	proveri	ironisate
ironisati	-ati (palatalizacija?)	proveri	ironisaju
ironisati	-ati (palatalizacija?)	proveri	ironisaj
ironisati	-ati (palatalizacija?)	proveri	ironisajte
ironisati	-ati (palatalizacija?)	proveri	ironišem
ironisati	-ati (palatalizacija?)	proveri	ironišeš
ironisati	-ati (palatalizacija?)	proveri	ironišemo
ironisati	-ati (palatalizacija?)	proveri	ironišete
ironisati	-ati (palatalizacija?)	proveri	ironišu
ironisati	-ati (palatalizacija?)	proveri	ironiši
ironisati	-ati (palatalizacija?)	proveri	ironišite
ironisati	-ati (palatalizacija?)	proveri	ironisala
ironisati	-ati (palatalizacija?)	proveri	ironisalo
ironisati	-ati (palatalizacija?)	proveri	ironisale
ironizirati	-irati	visoka	ironiziram
ironizirati	-irati	visoka	ironiziraš
ironizirati	-irati	visoka	ironizira
ironizirati	-irati	visoka	ironiziramo
ironizirati	-irati	visoka	ironizirate
ironizirati	-irati	visoka	ironiziraju
ironizirati	-irati	visoka	ironizirao
ironizirati	-irati	visoka	ironizirala
ironizirati	-irati	visoka	ironiziralo
