infinitiv	tip	sigurnost	predlozeni_oblik
abdicirati	-irati	visoka	abdiciram
abdicirati	-irati	visoka	abdiciraš
abdicirati	-irati	visoka	abdiciramo
abdicirati	-irati	visoka	abdicirate
abdicirati	-irati	visoka	abdiciraju
abdicirati	-irati	visoka	abdicirala
abdicirati	-irati	visoka	abdiciralo
abdicirati	-irati	visoka	abdicirale
abdicirati	-irati	visoka	abdiciraj
abdicirati	-irati	visoka	abdicirajte
abolirati	-irati	visoka	aboliram
abolirati	-irati	visoka	aboliraš
abolirati	-irati	visoka	abolira
abolirati	-irati	visoka	aboliramo
abolirati	-irati	visoka	abolirate
abolirati	-irati	visoka	aboliraju
abolirati	-irati	visoka	abolirao
abolirati	-irati	visoka	abolirala
abolirati	-irati	visoka	aboliralo
abolirati	-irati	visoka	abolirali
abolirati	-irati	visoka	abolirale
abolirati	-irati	visoka	aboliraj
abolirati	-irati	visoka	abolirajte
abonirati	-irati	visoka	aboniram
abonirati	-irati	visoka	aboniraš
abonirati	-irati	visoka	abonira
abonirati	-irati	visoka	aboniramo
abonirati	-irati	visoka	abonirate
abonirati	-irati	visoka	aboniraju
abonirati	-irati	visoka	abonirao
abonirati	-irati	visoka	abonirala
abonirati	-irati	visoka	aboniralo
abonirati	-irati	visoka	abonirali
abonirati	-irati	visoka	abonirale
abonirati	-irati	visoka	aboniraj
abonirati	-irati	visoka	abonirajte
abortirati	-irati	visoka	abortiramo
abortirati	-irati	visoka	abortirate
abortirati	-irati	visoka	abortiraju
abortirati	-irati	visoka	abortirao
abortirati	-irati	visoka	abortiralo
abortirati	-irati	visoka	abortirali
abortirati	-irati	visoka	abortirale
abortirati	-irati	visoka	abortirajte
administrirati	-irati	visoka	administriram
administrirati	-irati	visoka	administriraš
administrirati	-irati	visoka	administrira
administrirati	-irati	visoka	administriramo
administrirati	-irati	visoka	administrirate
administrirati	-irati	visoka	administrirao
administrirati	-irati	visoka	administrirala
administrirati	-irati	visoka	administriralo
administrirati	-irati	visoka	administrirali
administrirati	-irati	visoka	administrirale
administrirati	-irati	visoka	administriraj
administrirati	-irati	visoka	administrirajte
adoptirati	-irati	visoka	adoptiram
adoptirati	-irati	visoka	adoptiraš
adoptirati	-irati	visoka	adoptira
adoptirati	-irati	visoka	adoptiramo
adoptirati	-irati	visoka	adoptirate
adoptirati	-irati	visoka	adoptiraju
adoptirati	-irati	visoka	adoptirao
adoptirati	-irati	visoka	adoptirala
adoptirati	-irati	visoka	adoptiralo
adoptirati	-irati	visoka	adoptirali
adoptirati	-irati	visoka	adoptirale
adoptirati	-irati	visoka	adoptiraj
adoptirati	-irati	visoka	adoptirajte
adresati	-ati (palatalizacija?)	proveri	adresam
adresati	-ati (palatalizacija?)	proveri	adresaš
adresati	-ati (palatalizacija?)	proveri	adresamo
adresati	-ati (palatalizacija?)	proveri	adresate
adresati	-ati (palatalizacija?)	proveri	adresaju
adresati	-ati (palatalizacija?)	proveri	adresaj
adresati	-ati (palatalizacija?)	proveri	adresajte
adresati	-ati (palatalizacija?)	proveri	adrešem
adresati	-ati (palatalizacija?)	proveri	adrešeš
adresati	-ati (palatalizacija?)	proveri	adreše
adresati	-ati (palatalizacija?)	proveri	adrešemo
adresati	-ati (palatalizacija?)	proveri	adrešete
adresati	-ati (palatalizacija?)	proveri	adrešu
adresati	-ati (palatalizacija?)	proveri	adreši
adresati	-ati (palatalizacija?)	proveri	adrešite
adresati	-ati (palatalizacija?)	proveri	adresao
adresati	-ati (palatalizacija?)	proveri	adresala
adresati	-ati (palatalizacija?)	proveri	adresalo
adresati	-ati (palatalizacija?)	proveri	adresali
adresati	-ati (palatalizacija?)	proveri	adresale
adresirati	-irati	visoka	adresiraš
adresirati	-irati	visoka	adresiramo
adresirati	-irati	visoka	adresirate
adresirati	-irati	visoka	adresiraju
adresirati	-irati	visoka	adresirala
adresirati	-irati	visoka	adresiralo
adresirati	-irati	visoka	adresirale
adresirati	-irati	visoka	adresiraj
adresovati	-ovati	visoka	adresujem
adresovati	-ovati	visoka	adresuješ
adresovati	-ovati	visoka	adresuje
adresovati	-ovati	visoka	adresujemo
adresovati	-ovati	visoka	adresujete
adresovati	-ovati	visoka	adresuju
adresovati	-ovati	visoka	adresovao
adresovati	-ovati	visoka	adresovala
adresovati	-ovati	visoka	adresovalo
adresovati	-ovati	visoka	adresovali
adresovati	-ovati	visoka	adresovale
adresovati	-ovati	visoka	adresuj
adresovati	-ovati	visoka	adresujte
advokati	-ati (palatalizacija?)	proveri	advokam
advokati	-ati (palatalizacija?)	proveri	advokaš
advokati	-ati (palatalizacija?)	proveri	advoka
advokati	-ati (palatalizacija?)	proveri	advokamo
advokati	-ati (palatalizacija?)	proveri	advokaju
advokati	-ati (palatalizacija?)	proveri	advokaj
advokati	-ati (palatalizacija?)	proveri	advokajte
advokati	-ati (palatalizacija?)	proveri	advočem
advokati	-ati (palatalizacija?)	proveri	advočeš
advokati	-ati (palatalizacija?)	proveri	advoče
advokati	-ati (palatalizacija?)	proveri	advočemo
advokati	-ati (palatalizacija?)	proveri	advočete
advokati	-ati (palatalizacija?)	proveri	advoču
advokati	-ati (palatalizacija?)	proveri	advoči
advokati	-ati (palatalizacija?)	proveri	advočite
advokati	-ati (palatalizacija?)	proveri	advokao
advokati	-ati (palatalizacija?)	proveri	advokala
advokati	-ati (palatalizacija?)	proveri	advokalo
advokati	-ati (palatalizacija?)	proveri	advokali
advokati	-ati (palatalizacija?)	proveri	advokale
afektirati	-irati	visoka	afektiram
afektirati	-irati	visoka	afektiraš
afektirati	-irati	visoka	afektira
afektirati	-irati	visoka	afektiramo
afektirati	-irati	visoka	afektirate
afektirati	-irati	visoka	afektirao
afektirati	-irati	visoka	afektiralo
afektirati	-irati	visoka	afektirali
afektirati	-irati	visoka	afektirale
afektirati	-irati	visoka	afektiraj
afektirati	-irati	visoka	afektirajte
afiniteti	-eti	proveri	afinitim
afiniteti	-eti	proveri	afinitiš
afiniteti	-eti	proveri	afiniti
afiniteti	-eti	proveri	afinitimo
afiniteti	-eti	proveri	afinitite
afiniteti	-eti	proveri	afinite
afiniteti	-eti	proveri	afiniteo
afiniteti	-eti	proveri	afinitela
afiniteti	-eti	proveri	afinitelo
afiniteti	-eti	proveri	afiniteli
afiniteti	-eti	proveri	afinitele
afirmirati	-irati	visoka	afirmiram
afirmirati	-irati	visoka	afirmiraš
afirmirati	-irati	visoka	afirmiramo
afirmirati	-irati	visoka	afirmirate
afirmirati	-irati	visoka	afirmiraju
afirmirati	-irati	visoka	afirmirao
afirmirati	-irati	visoka	afirmirala
afirmirati	-irati	visoka	afirmiralo
afirmirati	-irati	visoka	afirmirali
afirmirati	-irati	visoka	afirmirale
afirmirati	-irati	visoka	afirmiraj
afirmirati	-irati	visoka	afirmirajte
afroditi	-iti	visoka	afrodim
afroditi	-iti	visoka	afrodiš
afroditi	-iti	visoka	afrodi
afroditi	-iti	visoka	afrodimo
afroditi	-iti	visoka	afrode
afroditi	-iti	visoka	afrodio
afroditi	-iti	visoka	afrodila
afroditi	-iti	visoka	afrodilo
afroditi	-iti	visoka	afrodili
afroditi	-iti	visoka	afrodile
agregati	-ati (palatalizacija?)	proveri	agregam
agregati	-ati (palatalizacija?)	proveri	agregaš
agregati	-ati (palatalizacija?)	proveri	agrega
agregati	-ati (palatalizacija?)	proveri	agregamo
agregati	-ati (palatalizacija?)	proveri	agregaju
agregati	-ati (palatalizacija?)	proveri	agregaj
agregati	-ati (palatalizacija?)	proveri	agregajte
agregati	-ati (palatalizacija?)	proveri	agrežem
agregati	-ati (palatalizacija?)	proveri	agrežeš
agregati	-ati (palatalizacija?)	proveri	agreže
agregati	-ati (palatalizacija?)	proveri	agrežemo
agregati	-ati (palatalizacija?)	proveri	agrežete
agregati	-ati (palatalizacija?)	proveri	agrežu
agregati	-ati (palatalizacija?)	proveri	agreži
agregati	-ati (palatalizacija?)	proveri	agrežite
agregati	-ati (palatalizacija?)	proveri	agregao
agregati	-ati (palatalizacija?)	proveri	agregala
agregati	-ati (palatalizacija?)	proveri	agregalo
agregati	-ati (palatalizacija?)	proveri	agregali
agregati	-ati (palatalizacija?)	proveri	agregale
akcentovati	-ovati	visoka	akcentujem
akcentovati	-ovati	visoka	akcentuješ
akcentovati	-ovati	visoka	akcentujemo
akcentovati	-ovati	visoka	akcentujete
akcentovati	-ovati	visoka	akcentovao
akcentovati	-ovati	visoka	akcentovala
akcentovati	-ovati	visoka	akcentovalo
akcentovati	-ovati	visoka	akcentovali
akcentovati	-ovati	visoka	akcentovale
akcentovati	-ovati	visoka	akcentuj
akcentovati	-ovati	visoka	akcentujte
akceptirati	-irati	visoka	akceptiram
akceptirati	-irati	visoka	akceptiraš
akceptirati	-irati	visoka	akceptira
akceptirati	-irati	visoka	akceptiramo
akceptirati	-irati	visoka	akceptirate
akceptirati	-irati	visoka	akceptiraju
akceptirati	-irati	visoka	akceptirao
akceptirati	-irati	visoka	akceptirala
akceptirati	-irati	visoka	akceptiralo
akceptirati	-irati	visoka	akceptirali
akceptirati	-irati	visoka	akceptirale
akceptirati	-irati	visoka	akceptiraj
akceptirati	-irati	visoka	akceptirajte
aklamovati	-ovati	visoka	aklamujem
aklamovati	-ovati	visoka	aklamuješ
aklamovati	-ovati	visoka	aklamuje
aklamovati	-ovati	visoka	aklamujemo
aklamovati	-ovati	visoka	aklamujete
aklamovati	-ovati	visoka	aklamuju
aklamovati	-ovati	visoka	aklamovao
aklamovati	-ovati	visoka	aklamovala
aklamovati	-ovati	visoka	aklamovalo
aklamovati	-ovati	visoka	aklamovali
aklamovati	-ovati	visoka	aklamovale
aklamovati	-ovati	visoka	aklamuj
aklamovati	-ovati	visoka	aklamujte
aklimatizovati	-ovati	visoka	aklimatizujem
aklimatizovati	-ovati	visoka	aklimatizuješ
aklimatizovati	-ovati	visoka	aklimatizuje
aklimatizovati	-ovati	visoka	aklimatizujemo
aklimatizovati	-ovati	visoka	aklimatizujete
aklimatizovati	-ovati	visoka	aklimatizuju
aklimatizovati	-ovati	visoka	aklimatizovao
aklimatizovati	-ovati	visoka	aklimatizovala
aklimatizovati	-ovati	visoka	aklimatizovalo
aklimatizovati	-ovati	visoka	aklimatizovali
aklimatizovati	-ovati	visoka	aklimatizovale
aklimatizovati	-ovati	visoka	aklimatizuj
aklimatizovati	-ovati	visoka	aklimatizujte
akontirati	-irati	visoka	akontiram
akontirati	-irati	visoka	akontiraš
akontirati	-irati	visoka	akontira
akontirati	-irati	visoka	akontiramo
akontirati	-irati	visoka	akontirate
akontirati	-irati	visoka	akontiraju
akontirati	-irati	visoka	akontirao
akontirati	-irati	visoka	akontirala
akontirati	-irati	visoka	akontiralo
akontirati	-irati	visoka	akontirali
akontirati	-irati	visoka	akontirale
akontirati	-irati	visoka	akontiraj
akontirati	-irati	visoka	akontirajte
akreditirati	-irati	visoka	akreditiram
akreditirati	-irati	visoka	akreditiraš
akreditirati	-irati	visoka	akreditira
akreditirati	-irati	visoka	akreditiramo
akreditirati	-irati	visoka	akreditirate
akreditirati	-irati	visoka	akreditiraju
akreditirati	-irati	visoka	akreditirao
akreditirati	-irati	visoka	akreditirala
akreditirati	-irati	visoka	akreditiralo
akreditirati	-irati	visoka	akreditirali
akreditirati	-irati	visoka	akreditirale
akreditirati	-irati	visoka	akreditiraj
akreditirati	-irati	visoka	akreditirajte
akreditovati	-ovati	visoka	akreditujem
akreditovati	-ovati	visoka	akredituješ
akreditovati	-ovati	visoka	akreditujemo
akreditovati	-ovati	visoka	akreditujete
akreditovati	-ovati	visoka	akredituju
akreditovati	-ovati	visoka	akreditovao
akreditovati	-ovati	visoka	akreditovala
akreditovati	-ovati	visoka	akreditovalo
akreditovati	-ovati	visoka	akreditovali
akreditovati	-ovati	visoka	akreditovale
akreditovati	-ovati	visoka	akredituj
akreditovati	-ovati	visoka	akreditujte
akrobati	-ati	visoka	akrobam
akrobati	-ati	visoka	akrobaš
akrobati	-ati	visoka	akroba
akrobati	-ati	visoka	akrobamo
akrobati	-ati	visoka	akrobaju
akrobati	-ati	visoka	akrobaj
akrobati	-ati	visoka	akrobajte
akrobati	-ati	visoka	akrobao
akrobati	-ati	visoka	akrobala
akrobati	-ati	visoka	akrobalo
akrobati	-ati	visoka	akrobali
akrobati	-ati	visoka	akrobale
alaliti	-iti	visoka	alalim
alaliti	-iti	visoka	alališ
alaliti	-iti	visoka	alali
alaliti	-iti	visoka	alalimo
alaliti	-iti	visoka	alalite
alaliti	-iti	visoka	alale
alaliti	-iti	visoka	alalio
alaliti	-iti	visoka	alalila
alaliti	-iti	visoka	alalilo
alaliti	-iti	visoka	alalili
alaliti	-iti	visoka	alalile
alfabeti	-eti	proveri	alfabim
alfabeti	-eti	proveri	alfabiš
alfabeti	-eti	proveri	alfabi
alfabeti	-eti	proveri	alfabimo
alfabeti	-eti	proveri	alfabite
alfabeti	-eti	proveri	alfabe
alfabeti	-eti	proveri	alfabeo
alfabeti	-eti	proveri	alfabela
alfabeti	-eti	proveri	alfabelo
alfabeti	-eti	proveri	alfabeli
alfabeti	-eti	proveri	alfabele
alunirati	-irati	visoka	aluniram
alunirati	-irati	visoka	aluniraš
alunirati	-irati	visoka	alunira
alunirati	-irati	visoka	aluniramo
alunirati	-irati	visoka	alunirate
alunirati	-irati	visoka	aluniraju
alunirati	-irati	visoka	alunirao
alunirati	-irati	visoka	alunirala
alunirati	-irati	visoka	aluniralo
alunirati	-irati	visoka	alunirali
alunirati	-irati	visoka	alunirale
alunirati	-irati	visoka	aluniraj
alunirati	-irati	visoka	alunirajte
aminati	-ati	visoka	aminam
aminati	-ati	visoka	aminaš
aminati	-ati	visoka	amina
aminati	-ati	visoka	aminamo
aminati	-ati	visoka	aminate
aminati	-ati	visoka	aminaju
aminati	-ati	visoka	aminaj
aminati	-ati	visoka	aminajte
aminati	-ati	visoka	aminao
aminati	-ati	visoka	aminala
aminati	-ati	visoka	aminalo
aminati	-ati	visoka	aminali
aminati	-ati	visoka	aminale
aminovati	-ovati	visoka	aminujem
aminovati	-ovati	visoka	aminuješ
aminovati	-ovati	visoka	aminujemo
aminovati	-ovati	visoka	aminujete
aminovati	-ovati	visoka	aminuju
aminovati	-ovati	visoka	aminovala
aminovati	-ovati	visoka	aminovalo
aminovati	-ovati	visoka	aminovali
aminovati	-ovati	visoka	aminovale
aminovati	-ovati	visoka	aminuj
aminovati	-ovati	visoka	aminujte
amnestirati	-irati	visoka	amnestiram
amnestirati	-irati	visoka	amnestiraš
amnestirati	-irati	visoka	amnestiramo
amnestirati	-irati	visoka	amnestirate
amnestirati	-irati	visoka	amnestiraju
amnestirati	-irati	visoka	amnestirala
amnestirati	-irati	visoka	amnestiralo
amnestirati	-irati	visoka	amnestirali
amnestirati	-irati	visoka	amnestirale
amnestirati	-irati	visoka	amnestiraj
amnestirati	-irati	visoka	amnestirajte
amuleti	-eti	proveri	amulim
amuleti	-eti	proveri	amuliš
amuleti	-eti	proveri	amuli
amuleti	-eti	proveri	amulimo
amuleti	-eti	proveri	amulite
amuleti	-eti	proveri	amule
amuleti	-eti	proveri	amuleo
amuleti	-eti	proveri	amulela
amuleti	-eti	proveri	amulelo
amuleti	-eti	proveri	amuleli
amuleti	-eti	proveri	amulele
analizovati	-ovati	visoka	analizujem
analizovati	-ovati	visoka	analizuješ
analizovati	-ovati	visoka	analizuje
analizovati	-ovati	visoka	analizujemo
analizovati	-ovati	visoka	analizujete
analizovati	-ovati	visoka	analizuju
analizovati	-ovati	visoka	analizovao
analizovati	-ovati	visoka	analizovala
analizovati	-ovati	visoka	analizovalo
analizovati	-ovati	visoka	analizovali
analizovati	-ovati	visoka	analizovale
analizovati	-ovati	visoka	analizuj
analizovati	-ovati	visoka	analizujte
anatemisati	-ati (palatalizacija?)	proveri	anatemisam
anatemisati	-ati (palatalizacija?)	proveri	anatemisaš
anatemisati	-ati (palatalizacija?)	proveri	anatemisa
anatemisati	-ati (palatalizacija?)	proveri	anatemisamo
anatemisati	-ati (palatalizacija?)	proveri	anatemisate
anatemisati	-ati (palatalizacija?)	proveri	anatemisaju
anatemisati	-ati (palatalizacija?)	proveri	anatemisaj
anatemisati	-ati (palatalizacija?)	proveri	anatemisajte
anatemisati	-ati (palatalizacija?)	proveri	anatemišem
anatemisati	-ati (palatalizacija?)	proveri	anatemišeš
anatemisati	-ati (palatalizacija?)	proveri	anatemiše
anatemisati	-ati (palatalizacija?)	proveri	anatemišemo
anatemisati	-ati (palatalizacija?)	proveri	anatemišete
anatemisati	-ati (palatalizacija?)	proveri	anatemišu
anatemisati	-ati (palatalizacija?)	proveri	anatemiši
anatemisati	-ati (palatalizacija?)	proveri	anatemišite
anatemisati	-ati (palatalizacija?)	proveri	anatemisao
anatemisati	-ati (palatalizacija?)	proveri	anatemisala
anatemisati	-ati (palatalizacija?)	proveri	anatemisalo
anatemisati	-ati (palatalizacija?)	proveri	anatemisali
anatemisati	-ati (palatalizacija?)	proveri	anatemisale
anketi	-eti	proveri	ankim
anketi	-eti	proveri	ankiš
anketi	-eti	proveri	ankimo
anketi	-eti	proveri	ankite
anketi	-eti	proveri	ankeo
anketi	-eti	proveri	ankela
anketi	-eti	proveri	ankelo
anketi	-eti	proveri	ankeli
anketi	-eti	proveri	ankele
anketirati	-irati	visoka	anketiram
anketirati	-irati	visoka	anketiraš
anketirati	-irati	visoka	anketira
anketirati	-irati	visoka	anketiramo
anketirati	-irati	visoka	anketirate
anketirati	-irati	visoka	anketiraju
anketirati	-irati	visoka	anketiralo
anketirati	-irati	visoka	anketirale
anketirati	-irati	visoka	anketiraj
anketirati	-irati	visoka	anketirajte
antikvarijati	-ati	visoka	antikvarijam
antikvarijati	-ati	visoka	antikvarijaš
antikvarijati	-ati	visoka	antikvarija
antikvarijati	-ati	visoka	antikvarijamo
antikvarijati	-ati	visoka	antikvarijate
antikvarijati	-ati	visoka	antikvarijaju
antikvarijati	-ati	visoka	antikvarijaj
antikvarijati	-ati	visoka	antikvarijajte
antikvarijati	-ati	visoka	antikvarijao
antikvarijati	-ati	visoka	antikvarijala
antikvarijati	-ati	visoka	antikvarijalo
antikvarijati	-ati	visoka	antikvarijali
antikvarijati	-ati	visoka	antikvarijale
antikviteti	-eti	proveri	antikvitim
antikviteti	-eti	proveri	antikvitiš
antikviteti	-eti	proveri	antikviti
antikviteti	-eti	proveri	antikvitimo
antikviteti	-eti	proveri	antikvitite
antikviteti	-eti	proveri	antikvite
antikviteti	-eti	proveri	antikviteo
antikviteti	-eti	proveri	antikvitela
antikviteti	-eti	proveri	antikvitelo
antikviteti	-eti	proveri	antikviteli
antikviteti	-eti	proveri	antikvitele
anulirati	-irati	visoka	anuliram
anulirati	-irati	visoka	anuliraš
anulirati	-irati	visoka	anuliramo
anulirati	-irati	visoka	anulirate
anulirati	-irati	visoka	anulirala
anulirati	-irati	visoka	anulirale
anulirati	-irati	visoka	anuliraj
anulirati	-irati	visoka	anulirajte
aparati	-ati	visoka	aparam
aparati	-ati	visoka	aparaš
aparati	-ati	visoka	apara
aparati	-ati	visoka	aparamo
aparati	-ati	visoka	aparaju
aparati	-ati	visoka	aparaj
aparati	-ati	visoka	aparajte
aparati	-ati	visoka	aparao
aparati	-ati	visoka	aparala
aparati	-ati	visoka	aparalo
aparati	-ati	visoka	aparali
aparati	-ati	visoka	aparale
apetiti	-iti	visoka	apetim
apetiti	-iti	visoka	apetiš
apetiti	-iti	visoka	apeti
apetiti	-iti	visoka	apetimo
apetiti	-iti	visoka	apete
apetiti	-iti	visoka	apetio
apetiti	-iti	visoka	apetila
apetiti	-iti	visoka	apetilo
apetiti	-iti	visoka	apetili
apetiti	-iti	visoka	apetile
aplicirati	-irati	visoka	apliciram
aplicirati	-irati	visoka	apliciraš
aplicirati	-irati	visoka	aplicira
aplicirati	-irati	visoka	apliciramo
aplicirati	-irati	visoka	aplicirate
aplicirati	-irati	visoka	aplicirala
aplicirati	-irati	visoka	apliciralo
aplicirati	-irati	visoka	aplicirali
aplicirati	-irati	visoka	aplicirale
aplicirati	-irati	visoka	apliciraj
aplicirati	-irati	visoka	aplicirajte
apologeti	-eti	proveri	apologim
apologeti	-eti	proveri	apologiš
apologeti	-eti	proveri	apologi
apologeti	-eti	proveri	apologimo
apologeti	-eti	proveri	apologite
apologeti	-eti	proveri	apologe
apologeti	-eti	proveri	apologeo
apologeti	-eti	proveri	apologela
apologeti	-eti	proveri	apologelo
apologeti	-eti	proveri	apologeli
apologeti	-eti	proveri	apologele
apostrofirati	-irati	visoka	apostrofiram
apostrofirati	-irati	visoka	apostrofiraš
apostrofirati	-irati	visoka	apostrofira
apostrofirati	-irati	visoka	apostrofiramo
apostrofirati	-irati	visoka	apostrofirate
apostrofirati	-irati	visoka	apostrofiraju
apostrofirati	-irati	visoka	apostrofirao
apostrofirati	-irati	visoka	apostrofirala
apostrofirati	-irati	visoka	apostrofiralo
apostrofirati	-irati	visoka	apostrofirali
apostrofirati	-irati	visoka	apostrofirale
apostrofirati	-irati	visoka	apostrofiraj
apostrofirati	-irati	visoka	apostrofirajte
apsolvirati	-irati	visoka	apsolviram
apsolvirati	-irati	visoka	apsolviraš
apsolvirati	-irati	visoka	apsolvira
apsolvirati	-irati	visoka	apsolviramo
apsolvirati	-irati	visoka	apsolvirate
apsolvirati	-irati	visoka	apsolviraju
apsolvirati	-irati	visoka	apsolvirala
apsolvirati	-irati	visoka	apsolviralo
apsolvirati	-irati	visoka	apsolvirali
apsolvirati	-irati	visoka	apsolvirale
apsolvirati	-irati	visoka	apsolviraj
apsolvirati	-irati	visoka	apsolvirajte
apsorbovati	-ovati	visoka	apsorbuješ
apsorbovati	-ovati	visoka	apsorbujemo
apsorbovati	-ovati	visoka	apsorbujete
apsorbovati	-ovati	visoka	apsorbovalo
apsorbovati	-ovati	visoka	apsorbovali
apsorbovati	-ovati	visoka	apsorbovale
apsorbovati	-ovati	visoka	apsorbuj
apsorbovati	-ovati	visoka	apsorbujte
apstinirati	-irati	visoka	apstiniraš
apstinirati	-irati	visoka	apstiniramo
apstinirati	-irati	visoka	apstinirate
apstinirati	-irati	visoka	apstiniraju
apstinirati	-irati	visoka	apstinirao
apstinirati	-irati	visoka	apstinirala
apstinirati	-irati	visoka	apstiniralo
apstinirati	-irati	visoka	apstinirali
apstinirati	-irati	visoka	apstinirale
apstinirati	-irati	visoka	apstiniraj
apstinirati	-irati	visoka	apstinirajte
apstrahovati	-ovati	visoka	apstrahujem
apstrahovati	-ovati	visoka	apstrahuješ
apstrahovati	-ovati	visoka	apstrahujemo
apstrahovati	-ovati	visoka	apstrahujete
apstrahovati	-ovati	visoka	apstrahovao
apstrahovati	-ovati	visoka	apstrahovala
apstrahovati	-ovati	visoka	apstrahovalo
apstrahovati	-ovati	visoka	apstrahovali
apstrahovati	-ovati	visoka	apstrahovale
apstrahovati	-ovati	visoka	apstrahuj
apstrahovati	-ovati	visoka	apstrahujte
aranžirati	-irati	visoka	aranžiraš
aranžirati	-irati	visoka	aranžiramo
aranžirati	-irati	visoka	aranžirate
aranžirati	-irati	visoka	aranžirala
aranžirati	-irati	visoka	aranžiralo
aranžirati	-irati	visoka	aranžirale
aranžirati	-irati	visoka	aranžiraj
aranžirati	-irati	visoka	aranžirajte
argati	-ati (palatalizacija?)	proveri	argam
argati	-ati (palatalizacija?)	proveri	argaš
argati	-ati (palatalizacija?)	proveri	arga
argati	-ati (palatalizacija?)	proveri	argamo
argati	-ati (palatalizacija?)	proveri	argaju
argati	-ati (palatalizacija?)	proveri	argaj
argati	-ati (palatalizacija?)	proveri	argajte
argati	-ati (palatalizacija?)	proveri	aržem
argati	-ati (palatalizacija?)	proveri	aržeš
argati	-ati (palatalizacija?)	proveri	arže
argati	-ati (palatalizacija?)	proveri	aržemo
argati	-ati (palatalizacija?)	proveri	aržete
argati	-ati (palatalizacija?)	proveri	aržu
argati	-ati (palatalizacija?)	proveri	arži
argati	-ati (palatalizacija?)	proveri	aržite
argati	-ati (palatalizacija?)	proveri	argao
argati	-ati (palatalizacija?)	proveri	argala
argati	-ati (palatalizacija?)	proveri	argalo
argati	-ati (palatalizacija?)	proveri	argali
argati	-ati (palatalizacija?)	proveri	argale
argatovati	-ovati	visoka	argatujem
argatovati	-ovati	visoka	argatujemo
argatovati	-ovati	visoka	argatujete
argatovati	-ovati	visoka	argatuju
argatovati	-ovati	visoka	argatovao
argatovati	-ovati	visoka	argatovala
argatovati	-ovati	visoka	argatovalo
argatovati	-ovati	visoka	argatovali
argatovati	-ovati	visoka	argatovale
argatovati	-ovati	visoka	argatuj
argatovati	-ovati	visoka	argatujte
arhivirati	-irati	visoka	arhiviraš
arhivirati	-irati	visoka	arhiviramo
arhivirati	-irati	visoka	arhivirao
arhivirati	-irati	visoka	arhivirala
arhivirati	-irati	visoka	arhiviralo
arhivirati	-irati	visoka	arhivirali
arhivirati	-irati	visoka	arhivirale
arhivirati	-irati	visoka	arhivirajte
aristokrati	-ati	visoka	aristokram
aristokrati	-ati	visoka	aristokraš
aristokrati	-ati	visoka	aristokra
aristokrati	-ati	visoka	aristokramo
aristokrati	-ati	visoka	aristokraju
aristokrati	-ati	visoka	aristokraj
aristokrati	-ati	visoka	aristokrajte
aristokrati	-ati	visoka	aristokrao
aristokrati	-ati	visoka	aristokrala
aristokrati	-ati	visoka	aristokralo
aristokrati	-ati	visoka	aristokrali
aristokrati	-ati	visoka	aristokrale
arondirati	-irati	visoka	arondiram
arondirati	-irati	visoka	arondiraš
arondirati	-irati	visoka	arondira
arondirati	-irati	visoka	arondiramo
arondirati	-irati	visoka	arondirate
arondirati	-irati	visoka	arondiraju
arondirati	-irati	visoka	arondirao
arondirati	-irati	visoka	arondirala
arondirati	-irati	visoka	arondiralo
arondirati	-irati	visoka	arondirali
arondirati	-irati	visoka	arondirale
arondirati	-irati	visoka	arondiraj
arondirati	-irati	visoka	arondirajte
arčiti	-iti	visoka	arčim
arčiti	-iti	visoka	arčiš
arčiti	-iti	visoka	arčimo
arčiti	-iti	visoka	arčite
arčiti	-iti	visoka	arčio
arčiti	-iti	visoka	arčilo
arčiti	-iti	visoka	arčili
arčiti	-iti	visoka	arčile
asfaltirati	-irati	visoka	asfaltiram
asfaltirati	-irati	visoka	asfaltiraš
asfaltirati	-irati	visoka	asfaltira
asfaltirati	-irati	visoka	asfaltiramo
asfaltirati	-irati	visoka	asfaltirate
asfaltirati	-irati	visoka	asfaltiraju
asfaltirati	-irati	visoka	asfaltirala
asfaltirati	-irati	visoka	asfaltiralo
asfaltirati	-irati	visoka	asfaltirali
asfaltirati	-irati	visoka	asfaltirale
asfaltirati	-irati	visoka	asfaltiraj
asfaltirati	-irati	visoka	asfaltirajte
asimilirati	-irati	visoka	asimiliram
asimilirati	-irati	visoka	asimiliraš
asimilirati	-irati	visoka	asimiliramo
asimilirati	-irati	visoka	asimilirate
asimilirati	-irati	visoka	asimilirao
asimilirati	-irati	visoka	asimilirala
asimilirati	-irati	visoka	asimiliralo
asimilirati	-irati	visoka	asimilirale
asimilirati	-irati	visoka	asimiliraj
asimilirati	-irati	visoka	asimilirajte
asimilovati	-ovati	visoka	asimilujem
asimilovati	-ovati	visoka	asimiluješ
asimilovati	-ovati	visoka	asimilujemo
asimilovati	-ovati	visoka	asimilujete
asimilovati	-ovati	visoka	asimilovala
asimilovati	-ovati	visoka	asimilovalo
asimilovati	-ovati	visoka	asimilovali
asimilovati	-ovati	visoka	asimilovale
asimilovati	-ovati	visoka	asimiluj
asimilovati	-ovati	visoka	asimilujte
asketi	-eti	proveri	askim
asketi	-eti	proveri	askiš
asketi	-eti	proveri	aski
asketi	-eti	proveri	askimo
asketi	-eti	proveri	askite
asketi	-eti	proveri	askeo
asketi	-eti	proveri	askela
asketi	-eti	proveri	askelo
asketi	-eti	proveri	askeli
